"OBÈINE","VRSTA ODJEMALCA","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Braslovèe","Poslovni subjekti",417061,375080,322045,262351,270361,267946,302128,342840,385183,348927,363299,388386,393794,347787,381476,341289,333005,360867,358463,367367,409091,363238,391479,400204,438781,373290,401800,335106,336556,370340,410061,453101,413889
"Brda","Vrsta odjemalca - SKUPAJ",1799138,1584006,1560330,1238586,1210112,1275860,1505271,1642207,1685825,1625554,1545636,1831327,1923669,1575236,1583863,1421521,1391305,1466177,1601295,1563704,1605404,1659689,1684286,1998439,1970178,1705815,1797807,1578468,1439194,1572413,1775388,1707281,1626701
"Brda","Gospodinjstva",1152301,1001489,1050427,848929,767174,731864,824269,891165,840678,959569,1050364,1271849,1361550,1072947,1056167,947050,856825,798118,868290,839494,789688,940283,1022037,1278998,1276703,1058404,1077753,926134,748914,812834,966623,876091,784474
"Brda","Poslovni subjekti",646837,582517,509903,389657,442938,543996,681002,751042,845147,665985,495272,559478,562119,502289,527696,474471,534480,668059,733005,724210,815716,719406,662249,719441,693475,647411,720054,652334,690280,759579,808765,831190,842227
"Brezovica","Vrsta odjemalca - SKUPAJ",3492230,2972097,3117240,2575563,2372610,2289256,2247843,2297164,2322770,2818586,3138221,3724486,3792862,3072656,3228881,2867531,2623457,2394045,2325662,2372754,2349277,2938924,3237332,4057166,3917685,3198328,3353683,2829313,2452326,2377180,2336810,2319965,2397169
"Brezovica","Gospodinjstva",2428611,2059008,2284037,1902224,1649678,1516254,1437424,1487932,1490861,1954884,2282316,2756468,2806941,2221011,2302691,2049641,1786260,1517430,1443216,1512068,1468976,1970894,2235557,2910459,2785377,2255861,2325139,1968386,1611748,1446272,1464748,1449012,1515449
"Brezovica","Poslovni subjekti",1063619,913089,833203,673339,722932,773002,810419,809232,831909,863702,855905,968018,985921,851645,926190,817890,837197,876615,882446,860686,880301,968030,1001775,1146707,1132308,942467,1028544,860927,840578,930908,872062,870953,881720
"Brežice","Vrsta odjemalca - SKUPAJ",9646835,8180601,7590035,5964620,5960326,6259702,7353337,7592285,7196047,7673760,8019874,8763212,9104622,7811214,8052906,7284123,7156713,7308610,7829523,7424812,7143746,8344400,8901194,10147299,10332492,8395432,8984547,7584005,7247893,7595600,7781737,7500478,7359587
"Brežice","Gospodinjstva",4312159,3659638,3820076,3400345,3201328,2914077,2989739,3097970,2953901,3501558,3984614,4535225,4598560,3938977,3879597,3585589,3258632,2996270,3017411,2957284,2892231,3648420,3870645,4706638,4751439,3710660,4005865,3422762,2907673,2819756,2914101,2793999,2847165
"Brežice","Poslovni subjekti",5334676,4520963,3769959,2564275,2758998,3345625,4363598,4494315,4242146,4172202,4035260,4227987,4506062,3872237,4173309,3698534,3898081,4312340,4812112,4467528,4251515,4695980,5030549,5440661,5581053,4684772,4978682,4161243,4340220,4775844,4867636,4706479,4512422
"Cankova","Vrsta odjemalca - SKUPAJ",507940,408704,468455,404827,391915,366566,393691,379269,373387,410107,429616,540322,502587,477824,477206,419863,400563,388181,401135,381316,371668,429150,493806,627571,558393,463899,510247,431160,390712,386948,373885,359851,357305
"Cankova","Gospodinjstva",338301,269566,325107,285884,265625,240450,260261,256667,242243,270445,303114,386709,347704,337907,315358,278612,257130,248056,250498,249867,225147,289294,308681,417271,372834,301837,323074,270959,230609,228547,234477,224544,226183
"Cankova","Poslovni subjekti",169639,139138,143348,118943,126290,126116,133430,122602,131144,139662,126502,153613,154883,139917,161848,141251,143433,140125,150637,131449,146521,139856,185125,210300,185559,162062,187173,160201,160103,158401,139408,135307,131122
"Celje","Vrsta odjemalca - SKUPAJ",30253346,27720090,28012256,24633779,25742822,25969249,27568803,27620653,27063649,28316966,27891552,29520393,29949862,27371130,29529780,27125224,27818532,28153328,29013044,27889077,27161912,27239203,26715792,31036134,30930111,27218095,29630726,26797559,28777979,26372461,28203770,27435777,26232642
"Celje","Gospodinjstva",7374658,6133325,6710946,5945473,5546798,4960094,4985116,5157092,4989881,6060063,6848280,7920503,7937229,6456273,6712541,6092311,5585043,5136869,4941523,4942173,4858941,5979738,6519947,7732682,7687689,6291774,6631208,5778870,5077755,4780833,4829003,4683468,4834771
"Celje","Poslovni subjekti",22878688,21586765,21301310,18688306,20196024,21009155,22583687,22463561,22073768,22256903,21043272,21599890,22012633,20914857,22817239,21032913,22233489,23016459,24071521,22946904,22302971,21259465,20195845,23303452,23242422,20926321,22999518,21018689,23700224,21591628,23374767,22752309,21397871
"Cerklje na Gorenjskem","Vrsta odjemalca - SKUPAJ",5044199,4140084,3713423,3063239,2965289,2903875,3175140,3274043,3179710,3610284,4115432,4791315,4667379,4067488,4365800,3740806,3652955,3610325,3699116,3615048,3507025,4192610,4393739,5427253,5358729,4603275,4639337,3761603,3538577,3594127,3651932,3582699,3491372
"Cerklje na Gorenjskem","Gospodinjstva",1538612,1319494,1397875,1220089,1156312,1058300,1062467,1045186,1042693,1325246,1404578,1587173,1697485,1389721,1447688,1292181,1200708,1082451,1045264,1041038,1042911,1409878,1377347,1689690,1680418,1384265,1447609,1257681,1094373,1007105,1039780,1008334,1030027
"Cerklje na Gorenjskem","Poslovni subjekti",3505587,2820590,2315548,1843150,1808977,1845575,2112673,2228857,2137017,2285038,2710854,3204142,2969894,2677767,2918112,2448625,2452247,2527874,2653852,2574010,2464114,2782732,3016392,3737563,3678311,3219010,3191728,2503922,2444204,2587022,2612152,2574365,2461345
"Cerknica","Vrsta odjemalca - SKUPAJ",4452481,4222464,4363538,3915512,3808229,3803689,4037836,3824670,4106555,4363115,4415275,4520066,4892850,4372607,4867875,4499114,4386549,4083629,4059935,3961269,4176437,4520385,4781708,5187950,5058098,4553267,4964346,4202766,4115768,4020139,3867017,3765156,4028761
"Cerknica","Gospodinjstva",1620459,1461937,1583047,1618991,1634740,1397468,1419941,1412327,1413600,1532036,1609272,1820033,2009285,1637450,1784703,1797971,1562706,1275853,1268979,1249970,1302954,1594432,1733253,2129886,2024778,1704808,1774447,1558319,1368201,1231587,1222162,1229629,1299084
"Cerknica","Poslovni subjekti",2832022,2760527,2780491,2296521,2173489,2406221,2617895,2412343,2692955,2831079,2806003,2700033,2883565,2735157,3083172,2701143,2823843,2807776,2790956,2711299,2873483,2925953,3048455,3058064,3033320,2848459,3189899,2644447,2747567,2788552,2644855,2535527,2729677
"Cerkno","Vrsta odjemalca - SKUPAJ",4066221,3848147,3751011,1946894,1950692,2623418,3826487,3169504,3683332,3815833,3458749,3011394,3686444,3690498,4034573,3386454,3778818,3666911,3834843,3159486,3721168,3485450,3702650,3059051,4199443,3570564,4074994,3099429,3370343,3327478,3280660,2545596,3241915
"Cerkno","Gospodinjstva",575319,518472,578330,545141,548214,517084,524067,534934,567274,572701,573758,632564,613183,679218,604169,551458,622675,535887,536816,529516,606058,573254,578509,633675,642387,545807,626951,552862,516257,489805,505566,466138,491795
"Cerkno","Poslovni subjekti",3490902,3329675,3172681,1401753,1402478,2106334,3302420,2634570,3116058,3243132,2884991,2378830,3073261,3011280,3430404,2834996,3156143,3131024,3298027,2629970,3115110,2912196,3124141,2425376,3557056,3024757,3448043,2546567,2854086,2837673,2775094,2079458,2750120
"Cerkvenjak","Vrsta odjemalca - SKUPAJ",531588,455046,457728,409920,442568,420306,426206,423025,401988,424914,464061,564539,552483,469890,499789,477613,458328,428393,433764,419714,396550,450828,492672,640669,573060,489146,535922,446894,433954,435147,433606,429220,424272
"Cerkvenjak","Gospodinjstva",370742,298403,314925,293599,319994,266525,279716,274554,256339,281195,328566,422235,397400,328778,339104,320476,305924,260155,270802,266935,260714,293934,332311,458496,385313,323513,349412,293847,264892,252621,261126,257539,258613
"Cerkvenjak","Poslovni subjekti",160846,156643,142803,116321,122574,153781,146490,148471,145649,143719,135495,142304,155083,141112,160685,157137,152404,168238,162962,152779,135836,156894,160361,182173,187747,165633,186510,153047,169062,182526,172480,171681,165659
"Cirkulane","Vrsta odjemalca - SKUPAJ",653712,572403,622798,516025,513190,512076,534406,458086,519706,563528,578732,613923,649909,573796,613268,559118,538309,548943,525777,474130,546947,605021,639214,697814,712840,597555,655612,545838,514792,498732,498469,454160,520398
"Cirkulane","Gospodinjstva",369854,304229,334086,303325,298350,274486,284220,279042,283321,309297,337428,410666,403663,331291,340149,321435,293932,272324,273191,271244,272299,323861,343737,421502,406699,327280,354759,309271,272979,260036,263807,265489,273480
"Cirkulane","Poslovni subjekti",283858,268174,288712,212700,214840,237590,250186,179044,236385,254231,241304,203257,246246,242505,273119,237683,244377,276619,252586,202886,274648,281160,295477,276312,306141,270275,300853,236567,241813,238696,234662,188671,246918
"Èrenšovci","Vrsta odjemalca - SKUPAJ",910125,729738,733569,640336,624557,610192,632184,627896,611647,698536,767984,903141,915012,795782,792007,700769,649806,652707,652079,634495,631538,860927,854214,923307,1006592,798468,859729,717177,619192,608277,621980,585104,617766
"Èrenšovci","Gospodinjstva",686412,544162,575197,519222,489835,468212,484920,485779,457979,533805,610585,720862,710703,612037,613732,553870,500617,501712,494431,482422,453014,561598,626178,736702,761383,592261,639039,537275,454148,442904,467845,436981,444537
"Èrenšovci","Poslovni subjekti",223713,185576,158372,121114,134722,141980,147264,142117,153668,164731,157399,182279,204309,183745,178275,146899,149189,150995,157648,152073,178524,299329,228036,186605,245209,206207,220690,179902,165044,165373,154135,148123,173229
"Èrna na Koroškem","Vrsta odjemalca - SKUPAJ",6543594,7036188,6106499,3306693,4112065,4741231,4383630,4481095,6258307,5081055,6384290,5319491,5936727,5025470,6832503,6014890,4748457,5615667,5355491,4438049,7253550,7152559,6259695,5689188,5999915,6141749,7153192,4831471,5274879,6510378,5045612,4717226,6202546
"Èrna na Koroškem","Gospodinjstva",542158,473638,514766,473496,473566,399115,391063,390728,401389,460450,505018,573352,589013,490103,506141,463960,495833,387111,379736,388137,396945,466788,490062,595636,629048,438381,516273,465117,381455,364010,360696,363416,379885
"Èrna na Koroškem","Poslovni subjekti",6001436,6562550,5591733,2833197,3638499,4342116,3992567,4090367,5856918,4620605,5879272,4746139,5347714,4535367,6326362,5550930,4252624,5228556,4975755,4049912,6856605,6685771,5769633,5093552,5370867,5703368,6636919,4366354,4893424,6146368,4684916,4353810,5822661
"Èrnomelj","Vrsta odjemalca - SKUPAJ",6898521,6125764,6132848,5443734,5537627,5577041,6023592,5080744,5832090,6254229,6421782,6541050,7005051,6179928,6758614,6184061,6166310,6229980,6564165,5558188,6215530,6666799,6709212,6849767,7229057,6298653,6576624,5482335,5555648,5656744,5555856,4949169,5407179
"Èrnomelj","Gospodinjstva",2163906,1779899,1896285,1851382,1761816,1629336,1738446,1783617,1641595,1896142,2025298,2317066,2343970,1912086,1984749,1865021,1733415,1712276,1750008,1717582,1635639,1923528,1954944,2287201,2297143,1910000,2043216,1749247,1631324,1627413,1692042,1622431,1604973
"Èrnomelj","Poslovni subjekti",4734615,4345865,4236563,3592352,3775811,3947705,4285146,3297127,4190495,4358087,4396484,4223984,4661081,4267842,4773865,4319040,4432895,4517704,4814157,3840606,4579891,4743271,4754268,4562566,4931914,4388653,4533408,3733088,3924324,4029331,3863814,3326738,3802206
"Destrnik","Vrsta odjemalca - SKUPAJ",666294,570021,661418,536113,517360,538989,516819,545571,533626,575387,615778,716006,717049,625250,617898,570337,542678,511990,505071,530069,521891,587649,639903,829629,698602,644374,690393,592927,545365,516829,532903,502575,585830
"Destrnik","Gospodinjstva",491568,418166,494010,422127,394193,412549,385044,390112,361731,394117,465554,540966,537710,466673,465155,422919,402375,371982,371662,378997,367271,433905,469726,626162,507699,451201,484489,428211,383030,361400,375518,361872,369492
"Destrnik","Poslovni subjekti",174726,151855,167408,113986,123167,126440,131775,155459,171895,181270,150224,175040,179339,158577,152743,147418,140303,140008,133409,151072,154620,153744,170177,203467,190903,193173,205904,164716,162335,155429,157385,140703,216338
"Divaèa","Vrsta odjemalca - SKUPAJ",2475732,2343403,2502930,1556327,1628215,1877784,2146499,1990073,2184643,2305184,2519631,2390689,2456622,2112757,2344714,2143114,2096446,1970539,1853958,1886933,1978747,2110659,2348930,2385986,2330688,2165244,2424694,2087836,2031083,2025669,1929877,1871229,1981762
"Divaèa","Gospodinjstva",771194,709442,753347,642092,602620,544460,556120,577628,563479,618777,869885,864733,909337,747733,791293,712014,650111,558216,565546,565206,535570,671726,815915,895529,866464,759902,795962,687797,587644,539994,546074,545897,534394
"Divaèa","Poslovni subjekti",1704538,1633961,1749583,914235,1025595,1333324,1590379,1412445,1621164,1686407,1649746,1525956,1547285,1365024,1553421,1431100,1446335,1412323,1288412,1321727,1443177,1438933,1533015,1490457,1464224,1405342,1628732,1400039,1443439,1485675,1383803,1325332,1447368
"Dobje","Vrsta odjemalca - SKUPAJ",175886,144176,154876,149163,152953,145415,143568,142688,148452,153174,156925,195824,182802,162979,163861,148561,156600,148685,146422,149390,148649,166946,166645,194959,185813,154814,171247,159842,154340,150318,145871,146525,143992
"Dobje","Gospodinjstva",142902,117822,131086,129791,131189,121618,120364,119205,122971,126931,132957,171283,154611,136643,134089,122066,129487,120502,119566,122812,119330,134148,135903,157677,150860,126011,136168,128859,125598,121141,117849,117626,115377
"Dobje","Poslovni subjekti",32984,26354,23790,19372,21764,23797,23204,23483,25481,26243,23968,24541,28191,26336,29772,26495,27113,28183,26856,26578,29319,32798,30742,37282,34953,28803,35079,30983,28742,29177,28022,28899,28615
"Dobrepolje","Vrsta odjemalca - SKUPAJ",1105451,966805,1033958,909725,925620,916486,878330,911190,928336,1042950,1036499,1138959,1197172,1009589,1114470,1004658,980672,990521,958150,950077,968961,1055263,1100661,1308521,1298934,1085401,1198590,1007897,990209,954349,878307,931874,983460
"Dobrepolje","Gospodinjstva",602411,513026,568269,511060,507158,481067,469698,479249,479302,587488,608839,699401,722883,574965,608204,556389,507598,476840,451175,454890,459721,546237,586889,756553,710865,587495,626048,528250,486626,439930,438890,443141,454542
"Dobrepolje","Poslovni subjekti",503040,453779,465689,398665,418462,435419,408632,431941,449034,455462,427660,439558,474289,434624,506266,448269,473074,513681,506975,495187,509240,509026,513772,551968,588069,497906,572542,479647,503583,514419,439417,488733,528918
"Dobrna","Vrsta odjemalca - SKUPAJ",927837,815558,768012,612576,602505,667209,721346,728440,695770,753996,781887,875452,831026,725153,790968,747670,705417,679729,713447,721677,691646,781488,801445,917758,895644,798951,849313,774326,724790,718110,739203,719726,689030
"Dobrna","Gospodinjstva",377572,316992,343562,303522,278063,250153,252170,255642,252135,303180,343958,423588,409661,336201,341256,331041,290184,248682,247650,244329,242649,298717,328993,424454,395903,317997,337231,299891,249228,231539,234160,228378,236774
"Dobrna","Poslovni subjekti",550265,498566,424450,309054,324442,417056,469176,472798,443635,450816,437929,451864,421365,388952,449712,416629,415233,431047,465797,477348,448997,482771,472452,493304,499741,480954,512082,474435,475562,486571,505043,491348,452256
"Dobrova - Polhov Gradec","Vrsta odjemalca - SKUPAJ",1938661,1637421,1690129,1443384,1384708,1296999,1307616,1300722,1346224,1577681,1714098,2041062,2040127,1660652,1753787,1572528,1482180,1359028,1328140,1290607,1346590,1608423,1766341,2045654,2091358,1666078,1795306,1524974,1461066,1339364,1305150,1277979,1356413
"Dobrova - Polhov Gradec","Gospodinjstva",1463407,1216085,1308436,1141637,1066262,966189,949294,951511,964028,1183907,1341910,1656315,1632461,1303768,1348623,1227328,1124245,984651,962532,946705,972065,1204407,1352610,1606516,1639389,1276081,1348641,1131243,1065421,948096,926022,914637,964704
"Dobrova - Polhov Gradec","Poslovni subjekti",475254,421336,381693,301747,318446,330810,358322,349211,382196,393774,372188,384747,407666,356884,405164,345200,357935,374377,365608,343902,374525,404016,413731,439138,451969,389997,446665,393731,395645,391268,379128,363342,391709
"Dobrovnik/Dobronak","Vrsta odjemalca - SKUPAJ",535070,393409,511800,365059,413333,399373,412835,389215,437183,490190,567737,648714,566589,445500,516902,469268,447425,411231,405254,418455,412440,504327,565680,632900,705292,544851,522688,458014,427395,418266,419130,427523,446245
"Dobrovnik/Dobronak","Gospodinjstva",245784,194965,204424,181533,177901,168193,177999,187247,180449,200488,222519,256933,261606,220280,218529,196309,183517,175816,178419,175874,172767,215980,227577,267768,262763,206712,217758,191051,163753,170651,175424,173804,176546
"Dobrovnik/Dobronak","Poslovni subjekti",289286,198444,307376,183526,235432,231180,234836,201968,256734,289702,345218,391781,304983,225220,298373,272959,263908,235415,226835,242581,239673,288347,338103,365132,442529,338139,304930,266963,263642,247615,243706,253719,269699
"Dol pri Ljubljani","Vrsta odjemalca - SKUPAJ",2184871,1786066,2036957,1645651,1630682,1516814,1551576,1575858,1595442,1841938,1945346,2099709,2198931,1686328,1806538,1620448,1626826,1593602,1592569,1488769,1659505,1787286,1783623,2062111,2166158,1826612,2062143,1752765,1613294,1557114,1545465,1513503,1549303
"Dol pri Ljubljani","Gospodinjstva",1365103,1006412,1236255,965040,887331,771770,763689,793959,792522,1010501,1199193,1388619,1447563,1135964,1180176,1050555,926092,788049,769431,778769,784265,1050994,1167899,1462506,1483496,1171136,1219507,1011230,826821,768378,764225,755216,793096
"Dol pri Ljubljani","Poslovni subjekti",819768,779654,800702,680611,743351,745044,787887,781899,802920,831437,746153,711090,751368,550364,626362,569893,700734,805553,823138,710000,875240,736292,615724,599605,682662,655476,842636,741535,786473,788736,781240,758287,756207
"Dolenjske Toplice","Vrsta odjemalca - SKUPAJ",1644306,1364364,1125596,769634,746267,990036,1086388,1128684,1105315,1204566,1202701,1331025,1339057,1107056,1144631,1062760,1098643,1060577,1150192,1125426,1089240,1269741,1379697,1589888,1611161,1374836,1437397,1206018,1076324,1107096,1137747,1093702,1083104
"Dolenjske Toplice","Gospodinjstva",725140,568138,595238,531053,468549,443025,428409,457330,450025,524970,635440,741791,742626,618861,623436,567321,482053,442434,458632,446181,433435,541729,612494,736714,753036,621163,634945,524996,429047,438136,439578,421777,446786
"Dolenjske Toplice","Poslovni subjekti",919166,796226,530358,238581,277718,547011,657979,671354,655290,679596,567261,589234,596431,488195,521195,495439,616590,618143,691560,679245,655805,728012,767203,853174,858125,753673,802452,681022,647277,668960,698169,671925,636318
"Domžale","Vrsta odjemalca - SKUPAJ",24062397,22665004,24196643,21142978,22202398,21310374,21984563,22040766,22415260,23996274,23898084,24406655,26447068,23287197,25647333,23726620,23969362,22449133,23296109,21827554,22301262,24213201,24870661,27203417,13687328,35886156,25415010,22590528,22380729,21409058,22335392,21703454,21201998
"Domžale","Gospodinjstva",6951406,5600207,6017630,5131898,4737805,4114832,4053383,4188137,4199836,5368597,6298534,7216567,7384436,5935118,6162066,5470491,4947757,4206388,4071058,4101702,4116753,5416504,6053680,7421208,7496488,6035567,6245489,5250162,4479921,4051313,4070012,4018048,4262612
"Domžale","Poslovni subjekti",17110991,17064797,18179013,16011080,17464593,17195542,17931180,17852629,18215424,18627677,17599550,17190088,19062632,17352079,19485267,18256129,19021605,18242745,19225051,17725852,18184509,18796697,18816981,19782209,6190840,29850589,19169521,17340366,17900808,17357745,18265380,17685406,16939386
"Dornava","Vrsta odjemalca - SKUPAJ",740313,611934,630327,547954,551077,504667,509730,513155,536737,576243,622391,758869,721855,601932,637456,573912,543248,509429,503436,507495,518377,585755,637459,773485,743598,632530,685701,594697,516350,499816,508320,502725,524689
"Dornava","Gospodinjstva",499146,411259,435354,386874,380493,331479,327289,319432,315487,378396,432498,539215,512757,417792,435357,390814,362204,329425,326258,320379,315766,390777,430838,529406,499333,425707,453479,384376,321079,303130,310025,299500,309927
